Avg_Temp,USD_Warning,EUR_Warning,Temp_Warning
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,AŞTI,AŞTI,AŞTI
23.826785714285712,Normal,AŞTI,Normal
